,Text#,Type,Issued,Title,Language,Authors,Subjects,LoCC,Bookshelves,locc_,book_url
60732,60809,Text,2019-11-29,Gravy Train,en,"Galouye, Daniel F., 1920-1976; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Human-alien encounters -- Fiction; Miscommunication -- Fiction; Asteroids -- Fiction; Diplomacy -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/0/60809/60809-8.txt
60734,60811,Text,2019-11-29,In Great Waters: Four Stories,en,"Janvier, Thomas A. (Thomas Allibone), 1849-1913; Hitchcock, Lucius Wolcott, 1868-1942 [Illustrator]","Short stories, American; Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; Sea stories, American; American fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/1/60811/60811.txt
60752,60829,Text,2019-12-02,The Upside-Down Captain,en,"Harmon, Jim, 1933-2010",Science fiction; Short stories; Space ships -- Fiction; Outer space -- Exploration -- Fiction; Artificial intelligence -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/2/60829/60829-8.txt
60760,60837,Text,2019-12-03,Matchmaker,en,"Fontenay, Charles L., 1917-2007; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Mate selection -- Fiction; Triangles (Interpersonal relations) -- Fiction; Man-woman relationships -- Fiction; Computers -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/3/60837/60837.txt
60762,60839,Text,2019-12-03,A Pride of Islands,en,"MacApp, C. C., 1917-1971; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Short stories; Life on other planets -- Fiction; Space colonies -- Fiction; Regression (Civilization) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/3/60839/60839.txt
60769,60846,Text,2019-12-04,A Great Day for the Irish,en,"Hopf, Alice L. (Alice Lightner), 1904-1988",Science fiction; Short stories; Space colonies -- Fiction; Space travelers -- Fiction; Entomologists -- Fiction; Plant parasites -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/4/60846/60846.txt
60772,60849,Text,2019-12-05,When Day is Done,en,"Castle, Arnold",Science fiction; Short stories; Hunting -- Fiction; Businessmen -- Fiction; Commuters -- Fiction; Games -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/4/60849/60849.txt
60783,60860,Text,2019-12-06,The Crystal Sceptre: A Story of Adventure,en,"Mighels, Philip Verrill, 1869-1911",Science fiction; Jungles -- Fiction; Adventure and adventurers -- Fiction; Ballooning -- Fiction; Jungle survival -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/6/60860/60860-0.txt
60785,60862,Text,2019-12-06,Thirty Degrees Cattywonkus,en,"Bell, James",Science fiction; Short stories; Dwellings -- Fiction; Newlyweds -- Fiction; Experiments -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/6/60862/60862.txt
60793,60870,Text,2019-12-07,Underneath the Bough: A Book of Verses,en,"England, George Allan, 1877-1936",American poetry,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/7/60870/60870-0.txt
60794,60871,Text,2019-12-07,Heel,en,"Farmer, Philip José, 1918-2009; Finlay, Virgil, 1914-1971 [Illustrator]",Science fiction; Short stories; Human-alien encounters -- Fiction; Trojan War -- Fiction; Motion pictures -- Production and direction -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/7/60871/60871-8.txt
60795,60872,Text,2019-12-07,The Magical Chance,en,"Sharp, Dallas Lore, 1870-1929",American essays -- 20th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/7/60872/60872-0.txt
60804,60881,Text,2019-12-08,The Last Trespasser,en,"Harmon, Jim, 1933-2010; Martinez [Illustrator]",Science fiction; Short stories; Psychological fiction; Symbiosis -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/8/60881/60881.txt
60808,60885,Text,2019-12-09,The Fair Rewards,en,"Beer, Thomas, 1889-1940",New York (N.Y.) -- Fiction; Theater -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/8/60885/60885-0.txt
60809,60886,Text,2019-12-09,Time Payment,en,"Jacobs, Sylvia; Ritter, Bob [Illustrator]",Science fiction; Short stories; Time travel -- Fiction; Gangsters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/8/60886/60886.txt
60820,60897,Text,2019-12-10,The Non-Electronic Bug,en,"Mittleman, E.; Morrow, Gray, 1934-2001 [Illustrator]",Science fiction; Short stories; Telepathy -- Fiction; Gambling -- Fiction; Psychic ability -- Fiction; Cardsharping -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/8/9/60897/60897.txt
60823,60900,Text,2019-12-10,Merry Tales,en,"Twain, Mark, 1835-1910; Stedman, Arthur Griffin, 1859-1908 [Editor]","United States -- History -- Civil War, 1861-1865 -- Fiction; Humorous stories, American; War stories, American",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/0/60900/60900-0.txt
60826,60903,Text,2019-12-11,"The Bradys' Race for Life; or, Rounding Up a Tough Trio: A Detective Story of Life",en,"Doughty, Francis Worcester, 1850-1917",Mystery and detective stories; Dime novels; American fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/0/60903/60903-8.txt
60827,60904,Text,2019-12-11,A Book,en,"Barnes, Djuna, 1892-1982","American poetry -- 20th century; Short stories, American; American drama -- 20th century; American fiction -- 20th century",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/0/60904/60904-0.txt
60830,60907,Text,2019-12-12,Assassin,en,"Jones, Bascom",Science fiction; Short stories; Impostors and imposture -- Fiction; Sabotage -- Fiction; Pentagon (Va.) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/0/60907/60907.txt
60836,60913,Text,2019-12-13,A Matter of Taste,en,"Stecher, L. J., Jr., 1918-1988; Ritter, Bob [Illustrator]",Science fiction; Short stories; Human-alien encounters -- Fiction; Space colonies -- Fiction; Psychic ability -- Fiction; Insurance adjusters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/1/60913/60913.txt
60844,60921,Text,2019-12-14,Vassi,en,"Lewis, Art; Ritter, Bob [Illustrator]",Science fiction; Short stories; Time travel -- Fiction; Terminally ill -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/2/60921/60921.txt
60845,60922,Text,2019-12-14,Murder Beneath the Polar Ice,en,"Howard, Hayden, 1925-2014; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Submarines (Ships) -- Fiction; Arctic regions -- Fiction; Divers -- Fiction; Cold War -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/2/60922/60922.txt
60851,60928,Text,2019-12-15,The Contact Point,en,"Sharkey, Jack, 1931-1992",Science fiction; Short stories; Mars (Planet) -- Fiction; Human-alien encounters -- Fiction; Outer space -- Exploration -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/2/60928/60928.txt
60858,60935,Text,2019-12-16,Don't Think About It,en,"Stuart, William W.",Short stories; Horror tales; Boys -- Fiction; Families -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/3/60935/60935.txt
60862,60939,Text,2019-12-16,Superjoemulloy,en,"Grenville, Scott F.; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Short stories; Robots -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/3/60939/60939.txt
60863,60940,Text,2019-12-16,McGonigal's Worm,en,"Lafferty, R. A., 1914-2002",Science fiction; Short stories; Infertility -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/4/60940/60940.txt
60867,60944,Text,2019-12-17,Ralph 124C 41+: A Romance of the Year 2660,en,"Gernsback, Hugo, 1884-1967",Science fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/4/60944/60944-0.txt
60869,60946,Text,2019-12-17,Mindsnake,en,"Harmon, Jim, 1933-2010; Ritter, Bob [Illustrator]",Science fiction; Short stories; Psychic ability -- Fiction; Teleportation -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/4/60946/60946.txt
60870,60947,Text,2019-12-17,A Tourist Named Death,en,"Anvil, Christopher, 1925-2009; Wood, Wallace, 1927-1981 [Illustrator]",Science fiction; Spy stories; Extrasolar planets -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/4/60947/60947.txt
60873,60950,Text,2019-12-18,Footlights,en,"Weiman, Rita, 1889-1954","Short stories, American; Theater -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/5/60950/60950-0.txt
60874,60951,Text,2019-12-18,The Service,en,"Thoreau, Henry David, 1817-1862",American essays -- 19th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/5/60951/60951-0.txt
60878,60955,Text,2019-12-18,The Polite People of Pudibundia,en,"Lafferty, R. A., 1914-2002",Science fiction; Short stories; Detective and mystery stories; Police -- Fiction; Human-alien encounters -- Fiction; Etiquette -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/5/60955/60955.txt
60885,60962,Text,2019-12-19,"The Vegetable; or, From President to Postman",en,"Fitzgerald, F. Scott (Francis Scott), 1896-1940",American drama -- 20th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/6/60962/60962-0.txt
60886,60963,Text,2019-12-19,The Impersonator,en,"Wicks, Robert; Francis, Dick [Illustrator]",Science fiction; Short stories; Impostors and imposture -- Fiction; Time travel -- Fiction; Climate change mitigation -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/6/60963/60963.txt
60899,60976,Text,2019-12-20,Rip Van Winkle,en,"Irving, Washington, 1783-1859; Rackham, Arthur, 1867-1939 [Illustrator]","Fantasy fiction; New York (State) -- History -- 1775-1865 -- Fiction; Catskill Mountains Region (N.Y.) -- History -- 18th century -- Fiction; Van Winkle, Rip (Fictitious character) -- Fiction; Hudson River (N.Y. and N.J.) -- Fiction",PZ; PS,,"['PZ', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/7/60976/60976-0.txt
60901,60978,Text,2019-12-20,"Will Somers, the Boy Detective",en,"Morris, Charles, 1833-1922",Detective and mystery stories; Philadelphia (Pa.) -- Fiction; Merchants -- Fiction; Theft -- Fiction; Dime novels; Forgery -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/7/60978/60978-0.txt
60904,60981,Text,2019-12-20,The Useless Bugbreeders,en,"Stamers, James",Science fiction; Short stories; Extraterrestrial beings -- Fiction; Legal stories; Human-alien encounters -- Fiction; Lawyers -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/8/60981/60981.txt
60906,60983,Text,2019-12-20,The Queen of Farrandale: A Novel,en,"Burnham, Clara Louise, 1854-1927","Love stories; Older women -- Fiction; United States -- Social life and customs -- 20th century -- Fiction; World War, 1914-1918 -- Veterans -- Fiction; Families -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/8/60983/60983-0.txt
60914,60991,Text,2019-12-22,The Connoisseur,en,"Banta, Frank",Science fiction; Short stories; Space ships -- Fiction; Bride price -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/9/60991/60991.txt
60918,60995,Text,2019-12-22,February Strawberries,en,"Harmon, Jim, 1933-2010",Science fiction; Short stories; Psychological fiction; Spouses -- Fiction; Resurrection -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/9/60995/60995.txt
60922,60999,Text,2019-12-22,The Seeder,en,"Williams, Max",Science fiction; Short stories; Extraterrestrial beings -- Fiction; Life -- Origin -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/0/9/9/60999/60999.txt
60928,61005,Text,2019-12-23,Floating Fancies among the Weird and the Occult,en,"Holmes, Clara H.","Short stories, American; American fiction -- 19th century; Paranormal fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/0/61005/61005-0.txt
60929,61006,Text,2019-12-23,Young Man from Elsewhen,en,"Jacobs, Sylvia",Science fiction; Short stories; Time travel -- Fiction; California -- Fiction; Railroad travel -- Fiction; Older men -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/0/61006/61006.txt
60930,61007,Text,2019-12-23,In the Garden,en,"Lafferty, R. A., 1914-2002",Science fiction; Short stories; Life on other planets -- Fiction; Outer space -- Exploration -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/0/61007/61007.txt
60936,61013,Text,2019-12-24,The Fastest Gun Dead,en,"Grow, Julian F.",Science fiction; Short stories; Western stories; Physicians -- Fiction; Weapons -- Fiction; Gunfighters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/1/61013/61013.txt
60940,61017,Text,2019-12-25,Tales of a Vanishing River,en,"Reed, Earl H. (Earl Howell), 1863-1931","Short stories, American; Kankakee River (Ind. and Ill.) -- Fiction; Illinois -- Social life and customs -- Fiction",F516; PS,,"['F516', 'PS']",http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/1/61017/61017-0.txt
60964,61041,Text,2019-12-29,"Aleph, the Chaldean; or, the Messiah as Seen from Alexandria",en,"Burr, E. F. (Enoch Fitch), 1818-1907",Historical fiction; Jesus Christ -- Fiction; Alexandria (Egypt) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/4/61041/61041-0.txt
60971,61048,Text,2019-12-30,The Girls from Fieu Dayol,en,"Young, Robert F., 1915-1986",Science fiction; Short stories; Man-woman relationships -- Fiction; Human-alien encounters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/4/61048/61048.txt
60973,61050,Text,2019-12-30,Lorelei,en,"De Vet, Charles V., 1911-1997",Science fiction; Short stories; Survival -- Fiction; Human-alien encounters -- Fiction; Europa (Satellite) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/5/61050/61050-8.txt
60974,61051,Text,2019-12-30,Out of Mind,en,"Stuart, William W.; Harman [Illustrator]",Science fiction; Short stories; Human-alien encounters -- Fiction; Life on other planets -- Fiction; Vacations -- Fiction; Hallucinations and illusions -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/5/61051/61051.txt
60975,61052,Text,2019-12-30,Spawning Ground,en,"Del Rey, Lester, 1915-1993",Science fiction; Short stories; Human-alien encounters -- Fiction; Space colonies -- Fiction; Outer space -- Exploration -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/5/61052/61052.txt
60976,61053,Text,2019-12-30,Tolliver's Orbit,en,"Fyfe, H. B. (Horace Bowne), 1918-1997; Bernklau [Illustrator]",Science fiction; Short stories; Man-woman relationships -- Fiction; Embezzlement -- Fiction; Ganymede (Satellite) -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/5/61053/61053.txt
60977,61054,Text,2019-12-30,The Flying Tuskers of K'niik-K'naak,en,"Sharkey, Jack, 1931-1992",Science fiction; Short stories; Hunting stories; Life on other planets -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/5/61054/61054.txt
60978,61055,Text,2019-12-30,The Valley of the Masters,en,"Blackford, Charles Minor",Science fiction; Short stories; Man-woman relationships -- Fiction; Regression (Civilization) -- Fiction; Technology -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/5/61055/61055.txt
60991,61068,Text,2020-01-01,"Tiger Lily, and Other Stories",en,"Schayer, Julia Thompson von Stosch, 1840-1928","Short stories, American; United States -- Social life and customs -- 19th century -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/6/61068/61068-8.txt
61004,61081,Text,2020-01-02,Cinderella Story,en,"Lang, Allen Kim, 1928-; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Human-alien encounters -- Fiction; Banks and banking -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/8/61081/61081.txt
61008,61085,Text,2020-01-03,In our time,en,"Hemingway, Ernest, 1899-1961; Pound, Ezra, 1885-1972 [Editor]; Strater, Henry, 1896-1987 [Illustrator]","Short stories, American; American fiction -- 20th century",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/8/61085/61085-0.txt
61013,61090,Text,2020-01-03,Call Him Nemesis,en,"Westlake, Donald E., 1933-2008; Ritter, Bob [Illustrator]",Science fiction; Parapsychology -- Fiction; Crime -- Fiction; Vigilantes -- Fiction; Psychic ability -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/9/61090/61090.txt
61020,61097,Text,2020-01-04,The Frozen Planet,en,"Laumer, Keith, 1925-1993",Science fiction; Space ships -- Fiction; Life on other planets -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/0/9/61097/61097.txt
61033,61110,Text,2020-01-05,Tybalt,en,"Barr, Stephen; Burns [Illustrator]",Science fiction; Teachers -- Fiction; Time travel -- Fiction; Experiments -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/1/61110/61110-0.txt
61042,61119,Text,2020-01-06,Dangerous Quarry,en,"Harmon, Jim, 1933-2010",Science fiction; Short stories; Missouri -- Fiction; Parapsychology -- Fiction; Ozark Mountains -- Fiction; Cities and towns -- Fiction; Insurance adjusters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/1/61119/61119-0.txt
61051,61128,Text,2020-01-07,Seven-Day Terror,en,"Lafferty, R. A., 1914-2002",Science fiction; Short stories; Siblings -- Fiction; Children -- Fiction; Inventions -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/2/61128/61128.txt
61056,61133,Text,2020-01-08,The Happy Homicide,en,"Banta, Frank",Science fiction; Short stories; Trials (Murder) -- Fiction; Spouses -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/3/61133/61133.txt
61058,61135,Text,2020-01-09,"Out of Death's Shadow; Or, A Case Without a Precedent",en,"Carter, Nicholas (House name)",Detective and mystery stories; Dime novels; Popular literature,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/3/61135/61135-0.txt
61059,61136,Text,2020-01-09,E Being,en,"Stamers, James; Thall [Illustrator]",Science fiction; Short stories; Metamorphosis -- Fiction; Communication -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/3/61136/61136.txt
61061,61138,Text,2020-01-09,"Contact, and Other Stories",en,"Hart, Frances Noyes, 1890-1943","Short stories, American; Man-woman relationships -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/3/61138/61138-0.txt
61062,61139,Text,2020-01-10,The Madman From Earth,en,"Laumer, Keith, 1925-1993; Smith, T. A. [Illustrator]",Science fiction; Detective and mystery stories; Human-alien encounters -- Fiction; Life on other planets -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/3/61139/61139.txt
61069,61146,Text,2020-01-11,Retief of the Red-Tape Mountain,en,"Laumer, Keith, 1925-1993; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Short stories; Human-alien encounters -- Fiction; Life on other planets -- Fiction; Space colonies -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/4/61146/61146.txt
61071,61148,Text,2020-01-11,Hiwa: A Tale of Ancient Hawaii,en,"Dole, Edmund P. (Edmund Pearson), 1850-1928",Hawaii -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/4/61148/61148-8.txt
61072,61149,Text,2020-01-11,"Further E. K. Means
Is This a Title? It Is Not. It Is the Name of a Writer of Negro Stories, Who Has Made Himself So Completely the Writer of Negro Stories That This Third Book, Like the First and Second, Needs No Title",en,"Means, E. K. (Eldred Kurtz), 1878-1957; Kemble, E. W. (Edward Windsor), 1861-1933 [Illustrator]","Short stories, American; African Americans -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/4/61149/61149-0.txt
61075,61152,Text,2020-01-12,"Four Minute Essays, Volume X",en,"Crane, Frank, 1861-1928",American essays -- 20th century,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/5/61152/61152-0.txt
61080,61157,Text,2020-01-12,The Hoplite,en,"Sheridan, Richard",Science fiction; Short stories; War stories; Soldiers -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/5/61157/61157.txt
61081,61158,Text,2020-01-12,Death and Taxes,en,"Hartzell, H. A.; Dyas [Illustrator]",Short stories; Love stories; Ghosts -- Fiction; Painters -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/5/61158/61158.txt
61094,61171,Text,2020-01-14,The Expendables,en,"Harmon, Jim, 1933-2010",Science fiction; Short stories; Inventors -- Fiction; Gangsters -- Fiction; Mafia -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/7/61171/61171.txt
61096,61173,Text,2020-01-14,Misrule,en,"Scott, Robert",Science fiction; Short stories; Social classes -- Fiction; Riots -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/7/61173/61173.txt
61109,61186,Text,2020-01-16,Gramp,en,"De Vet, Charles V., 1911-1997",Science fiction; Short stories; Grandparent and child -- Fiction; Telepathy -- Fiction; Psychic ability -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/8/61186/61186.txt
61110,61187,Text,2020-01-16,All That Earthly Remains,en,"MacApp, C. C., 1917-1971; Gaughan, Jack, 1930-1985 [Illustrator]",Science fiction; Short stories; South America -- Fiction; Human-alien encounters -- Fiction; Religion -- Fiction; Priests -- Fiction; Andes -- Fiction; Physicists -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/8/61187/61187.txt
61117,61194,Text,2020-01-19,"Maid Marian, and Other Stories",en,"Seawell, Molly Elliot, 1860-1916","Short stories, American; Manners and customs -- Fiction",PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/9/61194/61194.txt
61121,61198,Text,2020-01-19,Aide Memoire,en,"Laumer, Keith, 1925-1993; Burns [Illustrator]",Science fiction; Short stories; Human-alien encounters -- Fiction; Life on other planets -- Fiction; Retief (Fictitious character) -- Fiction; Diplomats -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/9/61198/61198.txt
61122,61199,Text,2020-01-19,A Bad Town for Spacemen,en,"Scott, Robert",Science fiction; Short stories; New York (N.Y.) -- Fiction; Race relations -- Fiction; Space travelers -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/1/9/61199/61199.txt
61124,61201,Text,2020-01-19,Weeds,en,"Kelley, Edith Summers, 1884-1956",Kentucky -- Fiction; Rural women -- Kentucky -- Fiction; Farm life -- Kentucky -- Fiction; Tobacco farmers -- Kentucky -- Fiction; Tobacco farms -- Kentucky -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/0/61201/61201-8.txt
61127,61204,Text,2020-01-19,The Recruit,en,"Walton, Bryce, 1918-1988; Schelling, George, 1938- [Illustrator]",Science fiction; Short stories; Psychological fiction; Executions and executioners -- Fiction; Teenage boys -- Fiction,PS,,['PS'],http://www.mirrorservice.org/sites/ftp.ibiblio.org/pub/docs/books/gutenberg/6/1/2/0/61204/61204.txt
